,group_label,stat_label,motion_label,representative_feature
d_major_axis_norm_90th,6,90th,none,False
d_major_axis_norm_IQR,6,IQR,none,False
d_major_axis_w_backward_10th,79,10th,backward,False
d_major_axis_w_backward_50th,54,50th,backward,False
d_major_axis_w_backward_90th,42,90th,backward,False
d_major_axis_w_backward_IQR,42,IQR,backward,False
d_major_axis_w_forward_10th,90,10th,forward,False
d_major_axis_w_forward_50th,27,50th,forward,True
d_major_axis_w_forward_90th,2,90th,forward,False
d_major_axis_w_forward_IQR,2,IQR,forward,False
d_major_axis_w_paused_10th,75,10th,paused,False
d_major_axis_w_paused_50th,75,50th,paused,False
d_major_axis_w_paused_90th,45,90th,paused,False
d_major_axis_w_paused_IQR,2,IQR,paused,False
d_minor_axis_10th,87,10th,none,False
d_minor_axis_50th,83,50th,none,False
d_minor_axis_90th,6,90th,none,False
d_minor_axis_IQR,6,IQR,none,False
d_minor_axis_norm_10th,87,10th,none,False
d_minor_axis_norm_50th,83,50th,none,False
d_minor_axis_norm_90th,6,90th,none,False
d_minor_axis_norm_IQR,6,IQR,none,False
d_minor_axis_w_backward_10th,79,10th,backward,False
d_minor_axis_w_backward_50th,93,50th,backward,False
d_minor_axis_w_backward_90th,6,90th,backward,False
d_minor_axis_w_backward_IQR,6,IQR,backward,False
d_minor_axis_w_forward_10th,87,10th,forward,False
d_minor_axis_w_forward_50th,83,50th,forward,False
d_minor_axis_w_forward_90th,5,90th,forward,False
d_minor_axis_w_forward_IQR,5,IQR,forward,False
d_minor_axis_w_paused_10th,75,10th,paused,False
d_minor_axis_w_paused_50th,75,50th,paused,False
d_minor_axis_w_paused_90th,2,90th,paused,False
d_minor_axis_w_paused_IQR,2,IQR,paused,False
d_quirkiness_10th,74,10th,none,False
d_quirkiness_50th,6,50th,none,False
d_quirkiness_90th,25,90th,none,False
d_quirkiness_IQR,25,IQR,none,False
d_quirkiness_w_backward_10th,74,10th,backward,False
d_quirkiness_w_backward_50th,17,50th,backward,False
d_quirkiness_w_backward_90th,5,90th,backward,False
d_quirkiness_w_backward_IQR,5,IQR,backward,False
d_quirkiness_w_forward_10th,91,10th,forward,False
d_quirkiness_w_forward_50th,27,50th,forward,False
d_quirkiness_w_forward_90th,5,90th,forward,False
d_quirkiness_w_forward_IQR,5,IQR,forward,False
d_quirkiness_w_paused_10th,75,10th,paused,False
d_quirkiness_w_paused_50th,75,50th,paused,False
d_quirkiness_w_paused_90th,45,90th,paused,False
d_quirkiness_w_paused_IQR,4,IQR,paused,False
d_relative_to_body_angular_velocity_head_tip_abs_10th,6,10th,none,False
d_relative_to_body_angular_velocity_head_tip_abs_50th,6,50th,none,False
d_relative_to_body_angular_velocity_head_tip_abs_90th,6,90th,none,False
d_relative_to_body_angular_velocity_head_tip_abs_IQR,6,IQR,none,False
d_relative_to_body_angular_velocity_head_tip_w_backward_abs_10th,6,10th,backward,False
d_relative_to_body_angular_velocity_head_tip_w_backward_abs_50th,6,50th,backward,False
d_relative_to_body_angular_velocity_head_tip_w_backward_abs_90th,6,90th,backward,False
d_relative_to_body_angular_velocity_head_tip_w_backward_abs_IQR,6,IQR,backward,False
d_relative_to_body_angular_velocity_head_tip_w_forward_abs_10th,39,10th,forward,False
d_relative_to_body_angular_velocity_head_tip_w_forward_abs_50th,39,50th,forward,False
d_relative_to_body_angular_velocity_head_tip_w_forward_abs_90th,39,90th,forward,False
d_relative_to_body_angular_velocity_head_tip_w_forward_abs_IQR,39,IQR,forward,False
d_relative_to_body_angular_velocity_head_tip_w_paused_abs_10th,6,10th,paused,False
d_relative_to_body_angular_velocity_head_tip_w_paused_abs_50th,2,50th,paused,False
d_relative_to_body_angular_velocity_head_tip_w_paused_abs_90th,2,90th,paused,False
d_relative_to_body_angular_velocity_head_tip_w_paused_abs_IQR,2,IQR,paused,False
d_relative_to_body_angular_velocity_hips_abs_10th,97,10th,none,False
d_relative_to_body_angular_velocity_hips_abs_50th,97,50th,none,False
d_relative_to_body_angular_velocity_hips_abs_90th,97,90th,none,False
d_relative_to_body_angular_velocity_hips_abs_IQR,97,IQR,none,False
d_relative_to_body_angular_velocity_hips_w_backward_abs_10th,97,10th,backward,False
d_relative_to_body_angular_velocity_hips_w_backward_abs_50th,97,50th,backward,False
d_relative_to_body_angular_velocity_hips_w_backward_abs_90th,97,90th,backward,False
d_relative_to_body_angular_velocity_hips_w_backward_abs_IQR,97,IQR,backward,False
d_relative_to_body_angular_velocity_hips_w_forward_abs_10th,97,10th,forward,False
d_relative_to_body_angular_velocity_hips_w_forward_abs_50th,97,50th,forward,False
d_relative_to_body_angular_velocity_hips_w_forward_abs_90th,39,90th,forward,False
d_relative_to_body_angular_velocity_hips_w_forward_abs_IQR,39,IQR,forward,False
d_relative_to_body_angular_velocity_hips_w_paused_abs_10th,95,10th,paused,False
d_relative_to_body_angular_velocity_hips_w_paused_abs_50th,95,50th,paused,False
d_relative_to_body_angular_velocity_hips_w_paused_abs_90th,3,90th,paused,False
d_relative_to_body_angular_velocity_hips_w_paused_abs_IQR,3,IQR,paused,False
d_relative_to_body_angular_velocity_neck_abs_10th,97,10th,none,False
d_relative_to_body_angular_velocity_neck_abs_50th,97,50th,none,False
d_relative_to_body_angular_velocity_neck_abs_90th,97,90th,none,False
d_relative_to_body_angular_velocity_neck_abs_IQR,97,IQR,none,False
d_relative_to_body_angular_velocity_neck_w_backward_abs_10th,97,10th,backward,False
d_relative_to_body_angular_velocity_neck_w_backward_abs_50th,97,50th,backward,False
d_relative_to_body_angular_velocity_neck_w_backward_abs_90th,97,90th,backward,False
d_relative_to_body_angular_velocity_neck_w_backward_abs_IQR,97,IQR,backward,False
d_relative_to_body_angular_velocity_neck_w_forward_abs_10th,97,10th,forward,False
d_relative_to_body_angular_velocity_neck_w_forward_abs_50th,97,50th,forward,False
d_relative_to_body_angular_velocity_neck_w_forward_abs_90th,39,90th,forward,False
d_relative_to_body_angular_velocity_neck_w_forward_abs_IQR,39,IQR,forward,False
d_relative_to_body_angular_velocity_neck_w_paused_abs_10th,95,10th,paused,False
d_relative_to_body_angular_velocity_neck_w_paused_abs_50th,95,50th,paused,False
d_relative_to_body_angular_velocity_neck_w_paused_abs_90th,3,90th,paused,False
d_relative_to_body_angular_velocity_neck_w_paused_abs_IQR,3,IQR,paused,False
d_relative_to_body_angular_velocity_tail_tip_abs_10th,97,10th,none,False
d_relative_to_body_angular_velocity_tail_tip_abs_50th,97,50th,none,False
d_relative_to_body_angular_velocity_tail_tip_abs_90th,39,90th,none,False
d_relative_to_body_angular_velocity_tail_tip_abs_IQR,39,IQR,none,False
d_relative_to_body_angular_velocity_tail_tip_w_backward_abs_10th,42,10th,backward,False
d_relative_to_body_angular_velocity_tail_tip_w_backward_abs_50th,97,50th,backward,False
d_relative_to_body_angular_velocity_tail_tip_w_backward_abs_90th,97,90th,backward,False
d_relative_to_body_angular_velocity_tail_tip_w_backward_abs_IQR,97,IQR,backward,False
d_relative_to_body_angular_velocity_tail_tip_w_forward_abs_10th,97,10th,forward,False
d_relative_to_body_angular_velocity_tail_tip_w_forward_abs_50th,97,50th,forward,False
d_relative_to_body_angular_velocity_tail_tip_w_forward_abs_90th,39,90th,forward,False
d_relative_to_body_angular_velocity_tail_tip_w_forward_abs_IQR,39,IQR,forward,False
d_relative_to_body_angular_velocity_tail_tip_w_paused_abs_10th,95,10th,paused,False
d_relative_to_body_angular_velocity_tail_tip_w_paused_abs_50th,95,50th,paused,False
d_relative_to_body_angular_velocity_tail_tip_w_paused_abs_90th,12,90th,paused,False
d_relative_to_body_angular_velocity_tail_tip_w_paused_abs_IQR,12,IQR,paused,False
d_relative_to_body_radial_velocity_head_tip_10th,83,10th,none,True
d_relative_to_body_radial_velocity_head_tip_50th,83,50th,none,False
d_relative_to_body_radial_velocity_head_tip_90th,6,90th,none,False
d_relative_to_body_radial_velocity_head_tip_IQR,6,IQR,none,False
d_relative_to_body_radial_velocity_head_tip_w_backward_10th,79,10th,backward,False
d_relative_to_body_radial_velocity_head_tip_w_backward_50th,36,50th,backward,False
d_relative_to_body_radial_velocity_head_tip_w_backward_90th,42,90th,backward,False
d_relative_to_body_radial_velocity_head_tip_w_backward_IQR,42,IQR,backward,False
d_relative_to_body_radial_velocity_head_tip_w_forward_10th,90,10th,forward,False
d_relative_to_body_radial_velocity_head_tip_w_forward_50th,82,50th,forward,True
d_relative_to_body_radial_velocity_head_tip_w_forward_90th,2,90th,forward,False
d_relative_to_body_radial_velocity_head_tip_w_forward_IQR,2,IQR,forward,False
d_relative_to_body_radial_velocity_head_tip_w_paused_10th,90,10th,paused,False
d_relative_to_body_radial_velocity_head_tip_w_paused_50th,36,50th,paused,False
d_relative_to_body_radial_velocity_head_tip_w_paused_90th,2,90th,paused,False
d_relative_to_body_radial_velocity_head_tip_w_paused_IQR,2,IQR,paused,False
d_relative_to_body_radial_velocity_hips_10th,87,10th,none,False
d_relative_to_body_radial_velocity_hips_50th,82,50th,none,False
d_relative_to_body_radial_velocity_hips_90th,39,90th,none,False
d_relative_to_body_radial_velocity_hips_IQR,39,IQR,none,False
d_relative_to_body_radial_velocity_hips_w_backward_10th,79,10th,backward,False
d_relative_to_body_radial_velocity_hips_w_backward_50th,36,50th,backward,False
d_relative_to_body_radial_velocity_hips_w_backward_90th,42,90th,backward,False
d_relative_to_body_radial_velocity_hips_w_backward_IQR,42,IQR,backward,False
d_relative_to_body_radial_velocity_hips_w_forward_10th,88,10th,forward,False
d_relative_to_body_radial_velocity_hips_w_forward_50th,82,50th,forward,False
d_relative_to_body_radial_velocity_hips_w_forward_90th,39,90th,forward,False
d_relative_to_body_radial_velocity_hips_w_forward_IQR,39,IQR,forward,False
d_relative_to_body_radial_velocity_hips_w_paused_10th,85,10th,paused,False
d_relative_to_body_radial_velocity_hips_w_paused_50th,85,50th,paused,False
d_relative_to_body_radial_velocity_hips_w_paused_90th,12,90th,paused,False
d_relative_to_body_radial_velocity_hips_w_paused_IQR,12,IQR,paused,False
d_relative_to_body_radial_velocity_neck_10th,87,10th,none,False
d_relative_to_body_radial_velocity_neck_50th,82,50th,none,False
d_relative_to_body_radial_velocity_neck_90th,39,90th,none,False
d_relative_to_body_radial_velocity_neck_IQR,39,IQR,none,False
d_relative_to_body_radial_velocity_neck_w_backward_10th,79,10th,backward,False
d_relative_to_body_radial_velocity_neck_w_backward_50th,36,50th,backward,False
d_relative_to_body_radial_velocity_neck_w_backward_90th,42,90th,backward,False
d_relative_to_body_radial_velocity_neck_w_backward_IQR,42,IQR,backward,False
d_relative_to_body_radial_velocity_neck_w_forward_10th,88,10th,forward,False
d_relative_to_body_radial_velocity_neck_w_forward_50th,82,50th,forward,False
d_relative_to_body_radial_velocity_neck_w_forward_90th,39,90th,forward,False
d_relative_to_body_radial_velocity_neck_w_forward_IQR,39,IQR,forward,False
d_relative_to_body_radial_velocity_neck_w_paused_10th,85,10th,paused,True
d_relative_to_body_radial_velocity_neck_w_paused_50th,85,50th,paused,False
d_relative_to_body_radial_velocity_neck_w_paused_90th,12,90th,paused,False
d_relative_to_body_radial_velocity_neck_w_paused_IQR,12,IQR,paused,False
d_relative_to_body_radial_velocity_tail_tip_10th,87,10th,none,False
d_relative_to_body_radial_velocity_tail_tip_50th,82,50th,none,False
d_relative_to_body_radial_velocity_tail_tip_90th,39,90th,none,False
d_relative_to_body_radial_velocity_tail_tip_IQR,39,IQR,none,False
d_relative_to_body_radial_velocity_tail_tip_w_backward_10th,79,10th,backward,False
d_relative_to_body_radial_velocity_tail_tip_w_backward_50th,36,50th,backward,False
d_relative_to_body_radial_velocity_tail_tip_w_backward_90th,42,90th,backward,False
d_relative_to_body_radial_velocity_tail_tip_w_backward_IQR,42,IQR,backward,False
d_relative_to_body_radial_velocity_tail_tip_w_forward_10th,88,10th,forward,False
d_relative_to_body_radial_velocity_tail_tip_w_forward_50th,82,50th,forward,False
d_relative_to_body_radial_velocity_tail_tip_w_forward_90th,39,90th,forward,False
d_relative_to_body_radial_velocity_tail_tip_w_forward_IQR,39,IQR,forward,False
d_relative_to_body_radial_velocity_tail_tip_w_paused_10th,84,10th,paused,True
d_relative_to_body_radial_velocity_tail_tip_w_paused_50th,84,50th,paused,False
d_relative_to_body_radial_velocity_tail_tip_w_paused_90th,12,90th,paused,False
d_relative_to_body_radial_velocity_tail_tip_w_paused_IQR,12,IQR,paused,False
d_relative_to_body_speed_midbody_abs_10th,97,10th,none,False
d_relative_to_body_speed_midbody_abs_50th,97,50th,none,False
d_relative_to_body_speed_midbody_abs_90th,97,90th,none,False
d_relative_to_body_speed_midbody_abs_IQR,97,IQR,none,False
d_relative_to_body_speed_midbody_w_backward_abs_10th,97,10th,backward,False
d_relative_to_body_speed_midbody_w_backward_abs_50th,97,50th,backward,False
d_relative_to_body_speed_midbody_w_backward_abs_90th,97,90th,backward,False
d_relative_to_body_speed_midbody_w_backward_abs_IQR,97,IQR,backward,False
d_relative_to_body_speed_midbody_w_forward_abs_10th,97,10th,forward,False
d_relative_to_body_speed_midbody_w_forward_abs_50th,97,50th,forward,False
d_relative_to_body_speed_midbody_w_forward_abs_90th,39,90th,forward,False
d_relative_to_body_speed_midbody_w_forward_abs_IQR,39,IQR,forward,False
d_relative_to_body_speed_midbody_w_paused_abs_10th,6,10th,paused,False
d_relative_to_body_speed_midbody_w_paused_abs_50th,6,50th,paused,False
d_relative_to_body_speed_midbody_w_paused_abs_90th,1,90th,paused,False
d_relative_to_body_speed_midbody_w_paused_abs_IQR,1,IQR,paused,False
d_relative_to_head_base_angular_velocity_head_tip_abs_10th,2,10th,none,False
d_relative_to_head_base_angular_velocity_head_tip_abs_50th,2,50th,none,False
d_relative_to_head_base_angular_velocity_head_tip_abs_90th,2,90th,none,False
d_relative_to_head_base_angular_velocity_head_tip_abs_IQR,2,IQR,none,False
d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_10th,6,10th,backward,False
d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_50th,6,50th,backward,False
d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_90th,6,90th,backward,False
d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_IQR,6,IQR,backward,False
d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,2,10th,forward,False
d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_50th,2,50th,forward,False
d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_90th,60,90th,forward,False
d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_IQR,60,IQR,forward,False
d_relative_to_head_base_angular_velocity_head_tip_w_paused_abs_10th,6,10th,paused,False
d_relative_to_head_base_angular_velocity_head_tip_w_paused_abs_50th,2,50th,paused,False
d_relative_to_head_base_angular_velocity_head_tip_w_paused_abs_90th,2,90th,paused,False
d_relative_to_head_base_angular_velocity_head_tip_w_paused_abs_IQR,2,IQR,paused,False
d_relative_to_head_base_radial_velocity_head_tip_10th,90,10th,none,True
d_relative_to_head_base_radial_velocity_head_tip_50th,90,50th,none,False
d_relative_to_head_base_radial_velocity_head_tip_90th,2,90th,none,False
d_relative_to_head_base_radial_velocity_head_tip_IQR,2,IQR,none,False
d_relative_to_head_base_radial_velocity_head_tip_w_backward_10th,79,10th,backward,False
d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,36,50th,backward,False
d_relative_to_head_base_radial_velocity_head_tip_w_backward_90th,42,90th,backward,False
d_relative_to_head_base_radial_velocity_head_tip_w_backward_IQR,42,IQR,backward,False
d_relative_to_head_base_radial_velocity_head_tip_w_forward_10th,90,10th,forward,False
d_relative_to_head_base_radial_velocity_head_tip_w_forward_50th,82,50th,forward,False
d_relative_to_head_base_radial_velocity_head_tip_w_forward_90th,61,90th,forward,False
d_relative_to_head_base_radial_velocity_head_tip_w_forward_IQR,61,IQR,forward,False
d_relative_to_head_base_radial_velocity_head_tip_w_paused_10th,90,10th,paused,False
d_relative_to_head_base_radial_velocity_head_tip_w_paused_50th,36,50th,paused,False
d_relative_to_head_base_radial_velocity_head_tip_w_paused_90th,2,90th,paused,False
d_relative_to_head_base_radial_velocity_head_tip_w_paused_IQR,2,IQR,paused,False
d_relative_to_hips_angular_velocity_tail_tip_abs_10th,97,10th,none,False
d_relative_to_hips_angular_velocity_tail_tip_abs_50th,97,50th,none,False
d_relative_to_hips_angular_velocity_tail_tip_abs_90th,97,90th,none,False
d_relative_to_hips_angular_velocity_tail_tip_abs_IQR,97,IQR,none,False
d_relative_to_hips_angular_velocity_tail_tip_w_backward_abs_10th,97,10th,backward,False
d_relative_to_hips_angular_velocity_tail_tip_w_backward_abs_50th,97,50th,backward,False
d_relative_to_hips_angular_velocity_tail_tip_w_backward_abs_90th,97,90th,backward,False
d_relative_to_hips_angular_velocity_tail_tip_w_backward_abs_IQR,97,IQR,backward,False
d_relative_to_hips_angular_velocity_tail_tip_w_forward_abs_10th,97,10th,forward,False
d_relative_to_hips_angular_velocity_tail_tip_w_forward_abs_50th,97,50th,forward,False
d_relative_to_hips_angular_velocity_tail_tip_w_forward_abs_90th,97,90th,forward,False
d_relative_to_hips_angular_velocity_tail_tip_w_forward_abs_IQR,97,IQR,forward,False
d_relative_to_hips_angular_velocity_tail_tip_w_paused_abs_10th,95,10th,paused,False
d_relative_to_hips_angular_velocity_tail_tip_w_paused_abs_50th,95,50th,paused,False
d_relative_to_hips_angular_velocity_tail_tip_w_paused_abs_90th,12,90th,paused,False
d_relative_to_hips_angular_velocity_tail_tip_w_paused_abs_IQR,12,IQR,paused,False
d_relative_to_hips_radial_velocity_tail_tip_10th,87,10th,none,False
d_relative_to_hips_radial_velocity_tail_tip_50th,82,50th,none,False
d_relative_to_hips_radial_velocity_tail_tip_90th,39,90th,none,False
d_relative_to_hips_radial_velocity_tail_tip_IQR,39,IQR,none,False
d_relative_to_hips_radial_velocity_tail_tip_w_backward_10th,79,10th,backward,False
d_relative_to_hips_radial_velocity_tail_tip_w_backward_50th,36,50th,backward,False
d_relative_to_hips_radial_velocity_tail_tip_w_backward_90th,42,90th,backward,False
d_relative_to_hips_radial_velocity_tail_tip_w_backward_IQR,42,IQR,backward,False
d_relative_to_hips_radial_velocity_tail_tip_w_forward_10th,88,10th,forward,False
d_relative_to_hips_radial_velocity_tail_tip_w_forward_50th,82,50th,forward,False
d_relative_to_hips_radial_velocity_tail_tip_w_forward_90th,39,90th,forward,False
d_relative_to_hips_radial_velocity_tail_tip_w_forward_IQR,39,IQR,forward,False
d_relative_to_hips_radial_velocity_tail_tip_w_paused_10th,84,10th,paused,False
d_relative_to_hips_radial_velocity_tail_tip_w_paused_50th,84,50th,paused,False
d_relative_to_hips_radial_velocity_tail_tip_w_paused_90th,12,90th,paused,False
d_relative_to_hips_radial_velocity_tail_tip_w_paused_IQR,12,IQR,paused,False
d_relative_to_neck_angular_velocity_head_tip_abs_10th,6,10th,none,False
d_relative_to_neck_angular_velocity_head_tip_abs_50th,6,50th,none,False
d_relative_to_neck_angular_velocity_head_tip_abs_90th,6,90th,none,False
d_relative_to_neck_angular_velocity_head_tip_abs_IQR,6,IQR,none,False
d_relative_to_neck_angular_velocity_head_tip_w_backward_abs_10th,42,10th,backward,False
d_relative_to_neck_angular_velocity_head_tip_w_backward_abs_50th,42,50th,backward,False
d_relative_to_neck_angular_velocity_head_tip_w_backward_abs_90th,6,90th,backward,False
d_relative_to_neck_angular_velocity_head_tip_w_backward_abs_IQR,6,IQR,backward,False
d_relative_to_neck_angular_velocity_head_tip_w_forward_abs_10th,39,10th,forward,False
d_relative_to_neck_angular_velocity_head_tip_w_forward_abs_50th,39,50th,forward,False
d_relative_to_neck_angular_velocity_head_tip_w_forward_abs_90th,39,90th,forward,False
d_relative_to_neck_angular_velocity_head_tip_w_forward_abs_IQR,39,IQR,forward,False
d_relative_to_neck_angular_velocity_head_tip_w_paused_abs_10th,6,10th,paused,False
d_relative_to_neck_angular_velocity_head_tip_w_paused_abs_50th,2,50th,paused,False
d_relative_to_neck_angular_velocity_head_tip_w_paused_abs_90th,2,90th,paused,False
d_relative_to_neck_angular_velocity_head_tip_w_paused_abs_IQR,2,IQR,paused,False
d_relative_to_neck_radial_velocity_head_tip_10th,83,10th,none,False
d_relative_to_neck_radial_velocity_head_tip_50th,83,50th,none,False
d_relative_to_neck_radial_velocity_head_tip_90th,6,90th,none,False
d_relative_to_neck_radial_velocity_head_tip_IQR,6,IQR,none,False
d_relative_to_neck_radial_velocity_head_tip_w_backward_10th,79,10th,backward,False
d_relative_to_neck_radial_velocity_head_tip_w_backward_50th,36,50th,backward,False
d_relative_to_neck_radial_velocity_head_tip_w_backward_90th,42,90th,backward,False
d_relative_to_neck_radial_velocity_head_tip_w_backward_IQR,42,IQR,backward,False
d_relative_to_neck_radial_velocity_head_tip_w_forward_10th,90,10th,forward,False
d_relative_to_neck_radial_velocity_head_tip_w_forward_50th,82,50th,forward,False
d_relative_to_neck_radial_velocity_head_tip_w_forward_90th,2,90th,forward,False
d_relative_to_neck_radial_velocity_head_tip_w_forward_IQR,2,IQR,forward,False
d_relative_to_neck_radial_velocity_head_tip_w_paused_10th,90,10th,paused,False
d_relative_to_neck_radial_velocity_head_tip_w_paused_50th,36,50th,paused,False
d_relative_to_neck_radial_velocity_head_tip_w_paused_90th,2,90th,paused,False
d_relative_to_neck_radial_velocity_head_tip_w_paused_IQR,2,IQR,paused,False
d_relative_to_tail_base_angular_velocity_tail_tip_abs_10th,39,10th,none,False
d_relative_to_tail_base_angular_velocity_tail_tip_abs_50th,39,50th,none,False
d_relative_to_tail_base_angular_velocity_tail_tip_abs_90th,39,90th,none,False
d_relative_to_tail_base_angular_velocity_tail_tip_abs_IQR,39,IQR,none,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_10th,42,10th,backward,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_50th,42,50th,backward,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_90th,42,90th,backward,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_IQR,42,IQR,backward,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_10th,39,10th,forward,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_50th,39,50th,forward,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_90th,39,90th,forward,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_IQR,39,IQR,forward,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_10th,95,10th,paused,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_50th,95,50th,paused,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_90th,12,90th,paused,False
d_relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_IQR,12,IQR,paused,False
d_relative_to_tail_base_radial_velocity_tail_tip_10th,87,10th,none,False
d_relative_to_tail_base_radial_velocity_tail_tip_50th,82,50th,none,False
d_relative_to_tail_base_radial_velocity_tail_tip_90th,39,90th,none,False
d_relative_to_tail_base_radial_velocity_tail_tip_IQR,39,IQR,none,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_backward_10th,79,10th,backward,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_backward_50th,36,50th,backward,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_backward_90th,42,90th,backward,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_backward_IQR,42,IQR,backward,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th,88,10th,forward,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_forward_50th,82,50th,forward,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_forward_90th,61,90th,forward,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_forward_IQR,61,IQR,forward,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_paused_10th,84,10th,paused,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_paused_50th,84,50th,paused,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_paused_90th,12,90th,paused,False
d_relative_to_tail_base_radial_velocity_tail_tip_w_paused_IQR,12,IQR,paused,False
d_speed_10th,87,10th,none,False
d_speed_50th,77,50th,none,True
d_speed_90th,5,90th,none,False
d_speed_IQR,5,IQR,none,False
d_speed_head_base_10th,87,10th,none,False
d_speed_head_base_50th,77,50th,none,False
d_speed_head_base_90th,5,90th,none,False
d_speed_head_base_IQR,5,IQR,none,False
d_speed_head_base_w_backward_10th,79,10th,backward,False
d_speed_head_base_w_backward_50th,36,50th,backward,False
d_speed_head_base_w_backward_90th,6,90th,backward,False
d_speed_head_base_w_backward_IQR,42,IQR,backward,False
d_speed_head_base_w_forward_10th,88,10th,forward,False
d_speed_head_base_w_forward_50th,91,50th,forward,False
d_speed_head_base_w_forward_90th,61,90th,forward,False
d_speed_head_base_w_forward_IQR,61,IQR,forward,True
d_speed_head_base_w_paused_10th,90,10th,paused,False
d_speed_head_base_w_paused_50th,85,50th,paused,False
d_speed_head_base_w_paused_90th,1,90th,paused,False
d_speed_head_base_w_paused_IQR,1,IQR,paused,False
d_speed_head_tip_10th,90,10th,none,False
d_speed_head_tip_50th,91,50th,none,False
d_speed_head_tip_90th,2,90th,none,False
d_speed_head_tip_IQR,2,IQR,none,True
d_speed_head_tip_w_backward_10th,79,10th,backward,True
d_speed_head_tip_w_backward_50th,36,50th,backward,False
d_speed_head_tip_w_backward_90th,6,90th,backward,False
d_speed_head_tip_w_backward_IQR,42,IQR,backward,False
d_speed_head_tip_w_forward_10th,88,10th,forward,False
d_speed_head_tip_w_forward_50th,91,50th,forward,False
d_speed_head_tip_w_forward_90th,61,90th,forward,False
d_speed_head_tip_w_forward_IQR,61,IQR,forward,False
d_speed_head_tip_w_paused_10th,90,10th,paused,False
d_speed_head_tip_w_paused_50th,85,50th,paused,False
d_speed_head_tip_w_paused_90th,2,90th,paused,False
d_speed_head_tip_w_paused_IQR,2,IQR,paused,False
d_speed_hips_10th,87,10th,none,False
d_speed_hips_50th,77,50th,none,False
d_speed_hips_90th,5,90th,none,False
d_speed_hips_IQR,5,IQR,none,False
d_speed_hips_w_backward_10th,79,10th,backward,False
d_speed_hips_w_backward_50th,92,50th,backward,False
d_speed_hips_w_backward_90th,42,90th,backward,False
d_speed_hips_w_backward_IQR,42,IQR,backward,True
d_speed_hips_w_forward_10th,88,10th,forward,False
d_speed_hips_w_forward_50th,91,50th,forward,False
d_speed_hips_w_forward_90th,39,90th,forward,False
d_speed_hips_w_forward_IQR,5,IQR,forward,False
d_speed_hips_w_paused_10th,89,10th,paused,True
d_speed_hips_w_paused_50th,89,50th,paused,False
d_speed_hips_w_paused_90th,12,90th,paused,False
d_speed_hips_w_paused_IQR,12,IQR,paused,True
d_speed_midbody_10th,87,10th,none,False
d_speed_midbody_50th,77,50th,none,False
d_speed_midbody_90th,5,90th,none,False
d_speed_midbody_IQR,5,IQR,none,True
d_speed_midbody_w_backward_10th,79,10th,backward,False
d_speed_midbody_w_backward_50th,36,50th,backward,False
d_speed_midbody_w_backward_90th,6,90th,backward,False
d_speed_midbody_w_backward_IQR,6,IQR,backward,False
d_speed_midbody_w_forward_10th,88,10th,forward,True
d_speed_midbody_w_forward_50th,91,50th,forward,False
d_speed_midbody_w_forward_90th,39,90th,forward,False
d_speed_midbody_w_forward_IQR,61,IQR,forward,False
d_speed_midbody_w_paused_10th,89,10th,paused,False
d_speed_midbody_w_paused_50th,89,50th,paused,False
d_speed_midbody_w_paused_90th,1,90th,paused,False
d_speed_midbody_w_paused_IQR,1,IQR,paused,False
d_speed_neck_10th,87,10th,none,False
d_speed_neck_50th,77,50th,none,False
d_speed_neck_90th,5,90th,none,False
d_speed_neck_IQR,5,IQR,none,False
d_speed_neck_w_backward_10th,79,10th,backward,False
