,group_label,stat_label,motion_label
d_eigen_projection_5_w_forward_10th,d_eigen_projection_5,10th,forward
d_eigen_projection_6_w_forward_10th,d_eigen_projection_6,10th,forward
d_eigen_projection_7_w_forward_10th,d_eigen_projection_7,10th,forward
relative_to_body_speed_midbody_w_paused_10th,relative_to_speed,10th,paused
path_curvature_body_w_paused_10th,path_curvature,10th,paused
path_curvature_tail_w_paused_10th,path_curvature,10th,paused
path_curvature_midbody_w_paused_10th,path_curvature,10th,paused
path_curvature_head_w_paused_10th,path_curvature,10th,paused
curvature_head_w_paused_10th,curvature,10th,paused
curvature_hips_w_paused_10th,curvature,10th,paused
curvature_midbody_w_paused_10th,curvature,10th,paused
curvature_neck_w_paused_10th,curvature,10th,paused
curvature_tail_w_paused_10th,curvature,10th,paused
curvature_mean_head_w_paused_10th,curvature,10th,paused
curvature_mean_neck_w_paused_10th,curvature,10th,paused
curvature_mean_midbody_w_paused_10th,curvature,10th,paused
curvature_mean_hips_w_paused_10th,curvature,10th,paused
curvature_mean_tail_w_paused_10th,curvature,10th,paused
curvature_std_head_w_paused_10th,curvature,10th,paused
curvature_std_neck_w_paused_10th,curvature,10th,paused
curvature_std_midbody_w_paused_10th,curvature,10th,paused
curvature_std_hips_w_paused_10th,curvature,10th,paused
curvature_std_tail_w_paused_10th,curvature,10th,paused
angular_velocity_w_paused_10th,angular_velocity,10th,paused
relative_to_body_angular_velocity_head_tip_w_paused_10th,relative_to_angular_velocity_head_tip,10th,paused
relative_to_body_angular_velocity_neck_w_paused_10th,relative_to_angular_velocity,10th,paused
relative_to_body_angular_velocity_hips_w_paused_10th,relative_to_angular_velocity,10th,paused
relative_to_body_angular_velocity_tail_tip_w_paused_10th,relative_to_angular_velocity,10th,paused
angular_velocity_neck_w_paused_10th,angular_velocity,10th,paused
relative_to_neck_angular_velocity_head_tip_w_paused_10th,relative_to_angular_velocity_head_tip,10th,paused
angular_velocity_head_base_w_paused_10th,angular_velocity,10th,paused
relative_to_head_base_angular_velocity_head_tip_w_paused_10th,relative_to_angular_velocity_head_tip,10th,paused
angular_velocity_hips_w_paused_10th,angular_velocity,10th,paused
relative_to_hips_angular_velocity_tail_tip_w_paused_10th,relative_to_angular_velocity,10th,paused
angular_velocity_tail_base_w_paused_10th,angular_velocity,10th,paused
relative_to_tail_base_angular_velocity_tail_tip_w_paused_10th,relative_to_angular_velocity,10th,paused
angular_velocity_midbody_w_paused_10th,angular_velocity,10th,paused
angular_velocity_head_tip_w_paused_10th,angular_velocity_head_tip,10th,paused
angular_velocity_tail_tip_w_paused_10th,angular_velocity,10th,paused
eigen_projection_1_w_paused_10th,eigen_projection_1,10th,paused
eigen_projection_2_w_paused_10th,eigen_projection_2,10th,paused
eigen_projection_3_w_paused_10th,eigen_projection_3,10th,paused
eigen_projection_4_w_paused_10th,eigen_projection_4,10th,paused
eigen_projection_5_w_paused_10th,eigen_projection_5,10th,paused
eigen_projection_6_w_paused_10th,eigen_projection_6,10th,paused
eigen_projection_7_w_paused_10th,eigen_projection_7,10th,paused
d_relative_to_body_speed_midbody_w_paused_10th,d_relative_to_speed,10th,paused
d_path_curvature_body_w_paused_10th,d_path_curvature,10th,paused
d_path_curvature_tail_w_paused_10th,d_path_curvature,10th,paused
d_path_curvature_midbody_w_paused_10th,d_path_curvature,10th,paused
d_path_curvature_head_w_paused_10th,d_path_curvature,10th,paused
d_curvature_head_w_paused_10th,d_curvature,10th,paused
d_curvature_hips_w_paused_10th,d_curvature,10th,paused
d_curvature_midbody_w_paused_10th,d_curvature,10th,paused
d_curvature_neck_w_paused_10th,d_curvature,10th,paused
d_curvature_tail_w_paused_10th,d_curvature,10th,paused
d_curvature_mean_head_w_paused_10th,d_curvature,10th,paused
d_curvature_mean_neck_w_paused_10th,d_curvature,10th,paused
d_curvature_mean_midbody_w_paused_10th,d_curvature,10th,paused
d_curvature_mean_hips_w_paused_10th,d_curvature,10th,paused
d_curvature_mean_tail_w_paused_10th,d_curvature,10th,paused
d_curvature_std_head_w_paused_10th,d_curvature,10th,paused
d_curvature_std_neck_w_paused_10th,d_curvature,10th,paused
d_curvature_std_midbody_w_paused_10th,d_curvature,10th,paused
d_curvature_std_hips_w_paused_10th,d_curvature,10th,paused
d_curvature_std_tail_w_paused_10th,d_curvature,10th,paused
d_angular_velocity_w_paused_10th,d_angular_velocity,10th,paused
d_relative_to_body_angular_velocity_head_tip_w_paused_10th,d_relative_to_angular_velocity_head_tip,10th,paused
d_relative_to_body_angular_velocity_neck_w_paused_10th,d_relative_to_angular_velocity,10th,paused
d_relative_to_body_angular_velocity_hips_w_paused_10th,d_relative_to_angular_velocity,10th,paused
d_relative_to_body_angular_velocity_tail_tip_w_paused_10th,d_relative_to_angular_velocity,10th,paused
d_angular_velocity_neck_w_paused_10th,d_angular_velocity,10th,paused
d_relative_to_neck_angular_velocity_head_tip_w_paused_10th,d_relative_to_angular_velocity_head_tip,10th,paused
d_angular_velocity_head_base_w_paused_10th,d_angular_velocity,10th,paused
d_relative_to_head_base_angular_velocity_head_tip_w_paused_10th,d_relative_to_angular_velocity_head_tip,10th,paused
d_angular_velocity_hips_w_paused_10th,d_angular_velocity,10th,paused
d_relative_to_hips_angular_velocity_tail_tip_w_paused_10th,d_relative_to_angular_velocity,10th,paused
d_angular_velocity_tail_base_w_paused_10th,d_angular_velocity,10th,paused
d_relative_to_tail_base_angular_velocity_tail_tip_w_paused_10th,d_relative_to_angular_velocity,10th,paused
d_angular_velocity_midbody_w_paused_10th,d_angular_velocity,10th,paused
d_angular_velocity_head_tip_w_paused_10th,d_angular_velocity_head_tip,10th,paused
d_angular_velocity_tail_tip_w_paused_10th,d_angular_velocity,10th,paused
d_eigen_projection_1_w_paused_10th,d_eigen_projection_1,10th,paused
d_eigen_projection_2_w_paused_10th,d_eigen_projection_2,10th,paused
d_eigen_projection_3_w_paused_10th,d_eigen_projection_3,10th,paused
d_eigen_projection_4_w_paused_10th,d_eigen_projection_4,10th,paused
d_eigen_projection_5_w_paused_10th,d_eigen_projection_5,10th,paused
d_eigen_projection_6_w_paused_10th,d_eigen_projection_6,10th,paused
d_eigen_projection_7_w_paused_10th,d_eigen_projection_7,10th,paused
relative_to_body_speed_midbody_w_backward_50th,relative_to_speed,50th,backward
path_curvature_body_w_backward_50th,path_curvature,50th,backward
path_curvature_tail_w_backward_50th,path_curvature,50th,backward
path_curvature_midbody_w_backward_50th,path_curvature,50th,backward
path_curvature_head_w_backward_50th,path_curvature,50th,backward
curvature_head_w_backward_50th,curvature,50th,backward
curvature_hips_w_backward_50th,curvature,50th,backward
curvature_midbody_w_backward_50th,curvature,50th,backward
curvature_neck_w_backward_50th,curvature,50th,backward
curvature_tail_w_backward_50th,curvature,50th,backward
curvature_mean_head_w_backward_50th,curvature,50th,backward
curvature_mean_neck_w_backward_50th,curvature,50th,backward
curvature_mean_midbody_w_backward_50th,curvature,50th,backward
curvature_mean_hips_w_backward_50th,curvature,50th,backward
curvature_mean_tail_w_backward_50th,curvature,50th,backward
curvature_std_head_w_backward_50th,curvature,50th,backward
curvature_std_neck_w_backward_50th,curvature,50th,backward
curvature_std_midbody_w_backward_50th,curvature,50th,backward
curvature_std_hips_w_backward_50th,curvature,50th,backward
curvature_std_tail_w_backward_50th,curvature,50th,backward
angular_velocity_w_backward_50th,angular_velocity,50th,backward
relative_to_body_angular_velocity_head_tip_w_backward_50th,relative_to_angular_velocity_head_tip,50th,backward
relative_to_body_angular_velocity_neck_w_backward_50th,relative_to_angular_velocity,50th,backward
relative_to_body_angular_velocity_hips_w_backward_50th,relative_to_angular_velocity,50th,backward
relative_to_body_angular_velocity_tail_tip_w_backward_50th,relative_to_angular_velocity,50th,backward
angular_velocity_neck_w_backward_50th,angular_velocity,50th,backward
relative_to_neck_angular_velocity_head_tip_w_backward_50th,relative_to_angular_velocity_head_tip,50th,backward
angular_velocity_head_base_w_backward_50th,angular_velocity,50th,backward
relative_to_head_base_angular_velocity_head_tip_w_backward_50th,relative_to_angular_velocity_head_tip,50th,backward
angular_velocity_hips_w_backward_50th,angular_velocity,50th,backward
relative_to_hips_angular_velocity_tail_tip_w_backward_50th,relative_to_angular_velocity,50th,backward
angular_velocity_tail_base_w_backward_50th,angular_velocity,50th,backward
relative_to_tail_base_angular_velocity_tail_tip_w_backward_50th,relative_to_angular_velocity,50th,backward
angular_velocity_midbody_w_backward_50th,angular_velocity,50th,backward
angular_velocity_head_tip_w_backward_50th,angular_velocity_head_tip,50th,backward
angular_velocity_tail_tip_w_backward_50th,angular_velocity,50th,backward
eigen_projection_1_w_backward_50th,eigen_projection_1,50th,backward
eigen_projection_2_w_backward_50th,eigen_projection_2,50th,backward
eigen_projection_3_w_backward_50th,eigen_projection_3,50th,backward
eigen_projection_4_w_backward_50th,eigen_projection_4,50th,backward
eigen_projection_5_w_backward_50th,eigen_projection_5,50th,backward
eigen_projection_6_w_backward_50th,eigen_projection_6,50th,backward
eigen_projection_7_w_backward_50th,eigen_projection_7,50th,backward
d_relative_to_body_speed_midbody_w_backward_50th,d_relative_to_speed,50th,backward
d_path_curvature_body_w_backward_50th,d_path_curvature,50th,backward
d_path_curvature_tail_w_backward_50th,d_path_curvature,50th,backward
d_path_curvature_midbody_w_backward_50th,d_path_curvature,50th,backward
d_path_curvature_head_w_backward_50th,d_path_curvature,50th,backward
d_curvature_head_w_backward_50th,d_curvature,50th,backward
d_curvature_hips_w_backward_50th,d_curvature,50th,backward
d_curvature_midbody_w_backward_50th,d_curvature,50th,backward
d_curvature_neck_w_backward_50th,d_curvature,50th,backward
d_curvature_tail_w_backward_50th,d_curvature,50th,backward
d_curvature_mean_head_w_backward_50th,d_curvature,50th,backward
d_curvature_mean_neck_w_backward_50th,d_curvature,50th,backward
d_curvature_mean_midbody_w_backward_50th,d_curvature,50th,backward
d_curvature_mean_hips_w_backward_50th,d_curvature,50th,backward
d_curvature_mean_tail_w_backward_50th,d_curvature,50th,backward
d_curvature_std_head_w_backward_50th,d_curvature,50th,backward
d_curvature_std_neck_w_backward_50th,d_curvature,50th,backward
d_curvature_std_midbody_w_backward_50th,d_curvature,50th,backward
d_curvature_std_hips_w_backward_50th,d_curvature,50th,backward
d_curvature_std_tail_w_backward_50th,d_curvature,50th,backward
d_angular_velocity_w_backward_50th,d_angular_velocity,50th,backward
d_relative_to_body_angular_velocity_head_tip_w_backward_50th,d_relative_to_angular_velocity_head_tip,50th,backward
d_relative_to_body_angular_velocity_neck_w_backward_50th,d_relative_to_angular_velocity,50th,backward
d_relative_to_body_angular_velocity_hips_w_backward_50th,d_relative_to_angular_velocity,50th,backward
d_relative_to_body_angular_velocity_tail_tip_w_backward_50th,d_relative_to_angular_velocity,50th,backward
d_angular_velocity_neck_w_backward_50th,d_angular_velocity,50th,backward
d_relative_to_neck_angular_velocity_head_tip_w_backward_50th,d_relative_to_angular_velocity_head_tip,50th,backward
d_angular_velocity_head_base_w_backward_50th,d_angular_velocity,50th,backward
d_relative_to_head_base_angular_velocity_head_tip_w_backward_50th,d_relative_to_angular_velocity_head_tip,50th,backward
d_angular_velocity_hips_w_backward_50th,d_angular_velocity,50th,backward
d_relative_to_hips_angular_velocity_tail_tip_w_backward_50th,d_relative_to_angular_velocity,50th,backward
d_angular_velocity_tail_base_w_backward_50th,d_angular_velocity,50th,backward
d_relative_to_tail_base_angular_velocity_tail_tip_w_backward_50th,d_relative_to_angular_velocity,50th,backward
d_angular_velocity_midbody_w_backward_50th,d_angular_velocity,50th,backward
d_angular_velocity_head_tip_w_backward_50th,d_angular_velocity_head_tip,50th,backward
d_angular_velocity_tail_tip_w_backward_50th,d_angular_velocity,50th,backward
d_eigen_projection_1_w_backward_50th,d_eigen_projection_1,50th,backward
d_eigen_projection_2_w_backward_50th,d_eigen_projection_2,50th,backward
d_eigen_projection_3_w_backward_50th,d_eigen_projection_3,50th,backward
d_eigen_projection_4_w_backward_50th,d_eigen_projection_4,50th,backward
d_eigen_projection_5_w_backward_50th,d_eigen_projection_5,50th,backward
d_eigen_projection_6_w_backward_50th,d_eigen_projection_6,50th,backward
d_eigen_projection_7_w_backward_50th,d_eigen_projection_7,50th,backward
relative_to_body_speed_midbody_w_forward_50th,relative_to_speed,50th,forward
path_curvature_body_w_forward_50th,path_curvature,50th,forward
path_curvature_tail_w_forward_50th,path_curvature,50th,forward
path_curvature_midbody_w_forward_50th,path_curvature,50th,forward
path_curvature_head_w_forward_50th,path_curvature,50th,forward
curvature_head_w_forward_50th,curvature,50th,forward
curvature_hips_w_forward_50th,curvature,50th,forward
curvature_midbody_w_forward_50th,curvature,50th,forward
curvature_neck_w_forward_50th,curvature,50th,forward
curvature_tail_w_forward_50th,curvature,50th,forward
curvature_mean_head_w_forward_50th,curvature,50th,forward
curvature_mean_neck_w_forward_50th,curvature,50th,forward
curvature_mean_midbody_w_forward_50th,curvature,50th,forward
curvature_mean_hips_w_forward_50th,curvature,50th,forward
curvature_mean_tail_w_forward_50th,curvature,50th,forward
curvature_std_head_w_forward_50th,curvature,50th,forward
curvature_std_neck_w_forward_50th,curvature,50th,forward
curvature_std_midbody_w_forward_50th,curvature,50th,forward
curvature_std_hips_w_forward_50th,curvature,50th,forward
curvature_std_tail_w_forward_50th,curvature,50th,forward
angular_velocity_w_forward_50th,angular_velocity,50th,forward
relative_to_body_angular_velocity_head_tip_w_forward_50th,relative_to_angular_velocity_head_tip,50th,forward
relative_to_body_angular_velocity_neck_w_forward_50th,relative_to_angular_velocity,50th,forward
relative_to_body_angular_velocity_hips_w_forward_50th,relative_to_angular_velocity,50th,forward
relative_to_body_angular_velocity_tail_tip_w_forward_50th,relative_to_angular_velocity,50th,forward
angular_velocity_neck_w_forward_50th,angular_velocity,50th,forward
relative_to_neck_angular_velocity_head_tip_w_forward_50th,relative_to_angular_velocity_head_tip,50th,forward
angular_velocity_head_base_w_forward_50th,angular_velocity,50th,forward
relative_to_head_base_angular_velocity_head_tip_w_forward_50th,relative_to_angular_velocity_head_tip,50th,forward
angular_velocity_hips_w_forward_50th,angular_velocity,50th,forward
relative_to_hips_angular_velocity_tail_tip_w_forward_50th,relative_to_angular_velocity,50th,forward
angular_velocity_tail_base_w_forward_50th,angular_velocity,50th,forward
relative_to_tail_base_angular_velocity_tail_tip_w_forward_50th,relative_to_angular_velocity,50th,forward
angular_velocity_midbody_w_forward_50th,angular_velocity,50th,forward
angular_velocity_head_tip_w_forward_50th,angular_velocity_head_tip,50th,forward
angular_velocity_tail_tip_w_forward_50th,angular_velocity,50th,forward
eigen_projection_1_w_forward_50th,eigen_projection_1,50th,forward
eigen_projection_2_w_forward_50th,eigen_projection_2,50th,forward
eigen_projection_3_w_forward_50th,eigen_projection_3,50th,forward
eigen_projection_4_w_forward_50th,eigen_projection_4,50th,forward
eigen_projection_5_w_forward_50th,eigen_projection_5,50th,forward
eigen_projection_6_w_forward_50th,eigen_projection_6,50th,forward
eigen_projection_7_w_forward_50th,eigen_projection_7,50th,forward
d_relative_to_body_speed_midbody_w_forward_50th,d_relative_to_speed,50th,forward
d_path_curvature_body_w_forward_50th,d_path_curvature,50th,forward
d_path_curvature_tail_w_forward_50th,d_path_curvature,50th,forward
d_path_curvature_midbody_w_forward_50th,d_path_curvature,50th,forward
d_path_curvature_head_w_forward_50th,d_path_curvature,50th,forward
d_curvature_head_w_forward_50th,d_curvature,50th,forward
d_curvature_hips_w_forward_50th,d_curvature,50th,forward
d_curvature_midbody_w_forward_50th,d_curvature,50th,forward
d_curvature_neck_w_forward_50th,d_curvature,50th,forward
d_curvature_tail_w_forward_50th,d_curvature,50th,forward
d_curvature_mean_head_w_forward_50th,d_curvature,50th,forward
d_curvature_mean_neck_w_forward_50th,d_curvature,50th,forward
d_curvature_mean_midbody_w_forward_50th,d_curvature,50th,forward
d_curvature_mean_hips_w_forward_50th,d_curvature,50th,forward
d_curvature_mean_tail_w_forward_50th,d_curvature,50th,forward
d_curvature_std_head_w_forward_50th,d_curvature,50th,forward
d_curvature_std_neck_w_forward_50th,d_curvature,50th,forward
d_curvature_std_midbody_w_forward_50th,d_curvature,50th,forward
d_curvature_std_hips_w_forward_50th,d_curvature,50th,forward
d_curvature_std_tail_w_forward_50th,d_curvature,50th,forward
d_angular_velocity_w_forward_50th,d_angular_velocity,50th,forward
d_relative_to_body_angular_velocity_head_tip_w_forward_50th,d_relative_to_angular_velocity_head_tip,50th,forward
d_relative_to_body_angular_velocity_neck_w_forward_50th,d_relative_to_angular_velocity,50th,forward
d_relative_to_body_angular_velocity_hips_w_forward_50th,d_relative_to_angular_velocity,50th,forward
d_relative_to_body_angular_velocity_tail_tip_w_forward_50th,d_relative_to_angular_velocity,50th,forward
d_angular_velocity_neck_w_forward_50th,d_angular_velocity,50th,forward
d_relative_to_neck_angular_velocity_head_tip_w_forward_50th,d_relative_to_angular_velocity_head_tip,50th,forward
d_angular_velocity_head_base_w_forward_50th,d_angular_velocity,50th,forward
d_relative_to_head_base_angular_velocity_head_tip_w_forward_50th,d_relative_to_angular_velocity_head_tip,50th,forward
d_angular_velocity_hips_w_forward_50th,d_angular_velocity,50th,forward
d_relative_to_hips_angular_velocity_tail_tip_w_forward_50th,d_relative_to_angular_velocity,50th,forward
d_angular_velocity_tail_base_w_forward_50th,d_angular_velocity,50th,forward
d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_50th,d_relative_to_angular_velocity,50th,forward
d_angular_velocity_midbody_w_forward_50th,d_angular_velocity,50th,forward
d_angular_velocity_head_tip_w_forward_50th,d_angular_velocity_head_tip,50th,forward
d_angular_velocity_tail_tip_w_forward_50th,d_angular_velocity,50th,forward
d_eigen_projection_1_w_forward_50th,d_eigen_projection_1,50th,forward
d_eigen_projection_2_w_forward_50th,d_eigen_projection_2,50th,forward
d_eigen_projection_3_w_forward_50th,d_eigen_projection_3,50th,forward
d_eigen_projection_4_w_forward_50th,d_eigen_projection_4,50th,forward
d_eigen_projection_5_w_forward_50th,d_eigen_projection_5,50th,forward
d_eigen_projection_6_w_forward_50th,d_eigen_projection_6,50th,forward
d_eigen_projection_7_w_forward_50th,d_eigen_projection_7,50th,forward
relative_to_body_speed_midbody_w_paused_50th,relative_to_speed,50th,paused
path_curvature_body_w_paused_50th,path_curvature,50th,paused
path_curvature_tail_w_paused_50th,path_curvature,50th,paused
path_curvature_midbody_w_paused_50th,path_curvature,50th,paused
path_curvature_head_w_paused_50th,path_curvature,50th,paused
curvature_head_w_paused_50th,curvature,50th,paused
curvature_hips_w_paused_50th,curvature,50th,paused
curvature_midbody_w_paused_50th,curvature,50th,paused
curvature_neck_w_paused_50th,curvature,50th,paused
curvature_tail_w_paused_50th,curvature,50th,paused
curvature_mean_head_w_paused_50th,curvature,50th,paused
curvature_mean_neck_w_paused_50th,curvature,50th,paused
curvature_mean_midbody_w_paused_50th,curvature,50th,paused
curvature_mean_hips_w_paused_50th,curvature,50th,paused
curvature_mean_tail_w_paused_50th,curvature,50th,paused
curvature_std_head_w_paused_50th,curvature,50th,paused
curvature_std_neck_w_paused_50th,curvature,50th,paused
curvature_std_midbody_w_paused_50th,curvature,50th,paused
curvature_std_hips_w_paused_50th,curvature,50th,paused
curvature_std_tail_w_paused_50th,curvature,50th,paused
angular_velocity_w_paused_50th,angular_velocity,50th,paused
relative_to_body_angular_velocity_head_tip_w_paused_50th,relative_to_angular_velocity_head_tip,50th,paused
relative_to_body_angular_velocity_neck_w_paused_50th,relative_to_angular_velocity,50th,paused
relative_to_body_angular_velocity_hips_w_paused_50th,relative_to_angular_velocity,50th,paused
relative_to_body_angular_velocity_tail_tip_w_paused_50th,relative_to_angular_velocity,50th,paused
angular_velocity_neck_w_paused_50th,angular_velocity,50th,paused
relative_to_neck_angular_velocity_head_tip_w_paused_50th,relative_to_angular_velocity_head_tip,50th,paused
angular_velocity_head_base_w_paused_50th,angular_velocity,50th,paused
relative_to_head_base_angular_velocity_head_tip_w_paused_50th,relative_to_angular_velocity_head_tip,50th,paused
angular_velocity_hips_w_paused_50th,angular_velocity,50th,paused
relative_to_hips_angular_velocity_tail_tip_w_paused_50th,relative_to_angular_velocity,50th,paused
angular_velocity_tail_base_w_paused_50th,angular_velocity,50th,paused
relative_to_tail_base_angular_velocity_tail_tip_w_paused_50th,relative_to_angular_velocity,50th,paused
angular_velocity_midbody_w_paused_50th,angular_velocity,50th,paused
angular_velocity_head_tip_w_paused_50th,angular_velocity_head_tip,50th,paused
angular_velocity_tail_tip_w_paused_50th,angular_velocity,50th,paused
eigen_projection_1_w_paused_50th,eigen_projection_1,50th,paused
eigen_projection_2_w_paused_50th,eigen_projection_2,50th,paused
eigen_projection_3_w_paused_50th,eigen_projection_3,50th,paused
eigen_projection_4_w_paused_50th,eigen_projection_4,50th,paused
eigen_projection_5_w_paused_50th,eigen_projection_5,50th,paused
eigen_projection_6_w_paused_50th,eigen_projection_6,50th,paused
eigen_projection_7_w_paused_50th,eigen_projection_7,50th,paused
d_relative_to_body_speed_midbody_w_paused_50th,d_relative_to_speed,50th,paused
d_path_curvature_body_w_paused_50th,d_path_curvature,50th,paused
d_path_curvature_tail_w_paused_50th,d_path_curvature,50th,paused
d_path_curvature_midbody_w_paused_50th,d_path_curvature,50th,paused
d_path_curvature_head_w_paused_50th,d_path_curvature,50th,paused
d_curvature_head_w_paused_50th,d_curvature,50th,paused
d_curvature_hips_w_paused_50th,d_curvature,50th,paused
d_curvature_midbody_w_paused_50th,d_curvature,50th,paused
d_curvature_neck_w_paused_50th,d_curvature,50th,paused
d_curvature_tail_w_paused_50th,d_curvature,50th,paused
d_curvature_mean_head_w_paused_50th,d_curvature,50th,paused
d_curvature_mean_neck_w_paused_50th,d_curvature,50th,paused
d_curvature_mean_midbody_w_paused_50th,d_curvature,50th,paused
d_curvature_mean_hips_w_paused_50th,d_curvature,50th,paused
d_curvature_mean_tail_w_paused_50th,d_curvature,50th,paused
d_curvature_std_head_w_paused_50th,d_curvature,50th,paused
d_curvature_std_neck_w_paused_50th,d_curvature,50th,paused
d_curvature_std_midbody_w_paused_50th,d_curvature,50th,paused
d_curvature_std_hips_w_paused_50th,d_curvature,50th,paused
d_curvature_std_tail_w_paused_50th,d_curvature,50th,paused
d_angular_velocity_w_paused_50th,d_angular_velocity,50th,paused
d_relative_to_body_angular_velocity_head_tip_w_paused_50th,d_relative_to_angular_velocity_head_tip,50th,paused
d_relative_to_body_angular_velocity_neck_w_paused_50th,d_relative_to_angular_velocity,50th,paused
d_relative_to_body_angular_velocity_hips_w_paused_50th,d_relative_to_angular_velocity,50th,paused
d_relative_to_body_angular_velocity_tail_tip_w_paused_50th,d_relative_to_angular_velocity,50th,paused
d_angular_velocity_neck_w_paused_50th,d_angular_velocity,50th,paused
d_relative_to_neck_angular_velocity_head_tip_w_paused_50th,d_relative_to_angular_velocity_head_tip,50th,paused
d_angular_velocity_head_base_w_paused_50th,d_angular_velocity,50th,paused
d_relative_to_head_base_angular_velocity_head_tip_w_paused_50th,d_relative_to_angular_velocity_head_tip,50th,paused
d_angular_velocity_hips_w_paused_50th,d_angular_velocity,50th,paused
d_relative_to_hips_angular_velocity_tail_tip_w_paused_50th,d_relative_to_angular_velocity,50th,paused
d_angular_velocity_tail_base_w_paused_50th,d_angular_velocity,50th,paused
d_relative_to_tail_base_angular_velocity_tail_tip_w_paused_50th,d_relative_to_angular_velocity,50th,paused
d_angular_velocity_midbody_w_paused_50th,d_angular_velocity,50th,paused
d_angular_velocity_head_tip_w_paused_50th,d_angular_velocity_head_tip,50th,paused
d_angular_velocity_tail_tip_w_paused_50th,d_angular_velocity,50th,paused
d_eigen_projection_1_w_paused_50th,d_eigen_projection_1,50th,paused
d_eigen_projection_2_w_paused_50th,d_eigen_projection_2,50th,paused
d_eigen_projection_3_w_paused_50th,d_eigen_projection_3,50th,paused
d_eigen_projection_4_w_paused_50th,d_eigen_projection_4,50th,paused
d_eigen_projection_5_w_paused_50th,d_eigen_projection_5,50th,paused
d_eigen_projection_6_w_paused_50th,d_eigen_projection_6,50th,paused
d_eigen_projection_7_w_paused_50th,d_eigen_projection_7,50th,paused
relative_to_body_speed_midbody_w_backward_90th,relative_to_speed,90th,backward
path_curvature_body_w_backward_90th,path_curvature,90th,backward
path_curvature_tail_w_backward_90th,path_curvature,90th,backward
path_curvature_midbody_w_backward_90th,path_curvature,90th,backward
path_curvature_head_w_backward_90th,path_curvature,90th,backward
curvature_head_w_backward_90th,curvature,90th,backward
curvature_hips_w_backward_90th,curvature,90th,backward
curvature_midbody_w_backward_90th,curvature,90th,backward
curvature_neck_w_backward_90th,curvature,90th,backward
curvature_tail_w_backward_90th,curvature,90th,backward
curvature_mean_head_w_backward_90th,curvature,90th,backward
curvature_mean_neck_w_backward_90th,curvature,90th,backward
curvature_mean_midbody_w_backward_90th,curvature,90th,backward
curvature_mean_hips_w_backward_90th,curvature,90th,backward
curvature_mean_tail_w_backward_90th,curvature,90th,backward
curvature_std_head_w_backward_90th,curvature,90th,backward
curvature_std_neck_w_backward_90th,curvature,90th,backward
curvature_std_midbody_w_backward_90th,curvature,90th,backward
curvature_std_hips_w_backward_90th,curvature,90th,backward
curvature_std_tail_w_backward_90th,curvature,90th,backward
angular_velocity_w_backward_90th,angular_velocity,90th,backward
relative_to_body_angular_velocity_head_tip_w_backward_90th,relative_to_angular_velocity_head_tip,90th,backward
relative_to_body_angular_velocity_neck_w_backward_90th,relative_to_angular_velocity,90th,backward
relative_to_body_angular_velocity_hips_w_backward_90th,relative_to_angular_velocity,90th,backward
relative_to_body_angular_velocity_tail_tip_w_backward_90th,relative_to_angular_velocity,90th,backward
angular_velocity_neck_w_backward_90th,angular_velocity,90th,backward
relative_to_neck_angular_velocity_head_tip_w_backward_90th,relative_to_angular_velocity_head_tip,90th,backward
angular_velocity_head_base_w_backward_90th,angular_velocity,90th,backward
relative_to_head_base_angular_velocity_head_tip_w_backward_90th,relative_to_angular_velocity_head_tip,90th,backward
angular_velocity_hips_w_backward_90th,angular_velocity,90th,backward
relative_to_hips_angular_velocity_tail_tip_w_backward_90th,relative_to_angular_velocity,90th,backward
angular_velocity_tail_base_w_backward_90th,angular_velocity,90th,backward
relative_to_tail_base_angular_velocity_tail_tip_w_backward_90th,relative_to_angular_velocity,90th,backward
angular_velocity_midbody_w_backward_90th,angular_velocity,90th,backward
angular_velocity_head_tip_w_backward_90th,angular_velocity_head_tip,90th,backward
angular_velocity_tail_tip_w_backward_90th,angular_velocity,90th,backward
eigen_projection_1_w_backward_90th,eigen_projection_1,90th,backward
eigen_projection_2_w_backward_90th,eigen_projection_2,90th,backward
eigen_projection_3_w_backward_90th,eigen_projection_3,90th,backward
eigen_projection_4_w_backward_90th,eigen_projection_4,90th,backward
eigen_projection_5_w_backward_90th,eigen_projection_5,90th,backward
eigen_projection_6_w_backward_90th,eigen_projection_6,90th,backward
eigen_projection_7_w_backward_90th,eigen_projection_7,90th,backward
d_relative_to_body_speed_midbody_w_backward_90th,d_relative_to_speed,90th,backward
d_path_curvature_body_w_backward_90th,d_path_curvature,90th,backward
d_path_curvature_tail_w_backward_90th,d_path_curvature,90th,backward
d_path_curvature_midbody_w_backward_90th,d_path_curvature,90th,backward
d_path_curvature_head_w_backward_90th,d_path_curvature,90th,backward
d_curvature_head_w_backward_90th,d_curvature,90th,backward
d_curvature_hips_w_backward_90th,d_curvature,90th,backward
d_curvature_midbody_w_backward_90th,d_curvature,90th,backward
d_curvature_neck_w_backward_90th,d_curvature,90th,backward
d_curvature_tail_w_backward_90th,d_curvature,90th,backward
d_curvature_mean_head_w_backward_90th,d_curvature,90th,backward
d_curvature_mean_neck_w_backward_90th,d_curvature,90th,backward
d_curvature_mean_midbody_w_backward_90th,d_curvature,90th,backward
d_curvature_mean_hips_w_backward_90th,d_curvature,90th,backward
