,group_label,stat_label,motion_label
speed_tail_base_w_paused_10th,speed,10th,paused
angular_velocity_tail_base_w_paused_abs_10th,angular_velocity_abs,10th,paused
relative_to_tail_base_radial_velocity_tail_tip_w_paused_10th,relative_to_radial_velocity,10th,paused
relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_10th,relative_to_angular_velocity_abs,10th,paused
speed_midbody_w_paused_10th,speed,10th,paused
angular_velocity_midbody_w_paused_abs_10th,angular_velocity_abs,10th,paused
speed_head_tip_w_paused_10th,speed_head_tip,10th,paused
angular_velocity_head_tip_w_paused_abs_10th,angular_velocity_head_tip_abs,10th,paused
speed_tail_tip_w_paused_10th,speed,10th,paused
angular_velocity_tail_tip_w_paused_abs_10th,angular_velocity_abs,10th,paused
length_w_paused_10th,length,10th,paused
area_w_paused_10th,area,10th,paused
width_head_base_w_paused_10th,width,10th,paused
width_midbody_w_paused_10th,width,10th,paused
width_tail_base_w_paused_10th,width,10th,paused
quirkiness_w_paused_10th,quirkiness,10th,paused
major_axis_w_paused_10th,major_axis,10th,paused
minor_axis_w_paused_10th,minor_axis,10th,paused
eigen_projection_1_w_paused_abs_10th,eigen_projection_1_abs,10th,paused
eigen_projection_2_w_paused_abs_10th,eigen_projection_2_abs,10th,paused
eigen_projection_3_w_paused_abs_10th,eigen_projection_3_abs,10th,paused
eigen_projection_4_w_paused_abs_10th,eigen_projection_4_abs,10th,paused
eigen_projection_5_w_paused_abs_10th,eigen_projection_5_abs,10th,paused
eigen_projection_6_w_paused_abs_10th,eigen_projection_6_abs,10th,paused
eigen_projection_7_w_paused_abs_10th,eigen_projection_7_abs,10th,paused
curvature_head_w_paused_abs_10th,curvature_abs,10th,paused
curvature_hips_w_paused_abs_10th,curvature_abs,10th,paused
curvature_midbody_w_paused_abs_10th,curvature_abs,10th,paused
curvature_neck_w_paused_abs_10th,curvature_abs,10th,paused
curvature_tail_w_paused_abs_10th,curvature_abs,10th,paused
curvature_mean_head_w_paused_abs_10th,curvature_abs,10th,paused
curvature_mean_neck_w_paused_abs_10th,curvature_abs,10th,paused
curvature_mean_midbody_w_paused_abs_10th,curvature_abs,10th,paused
curvature_mean_hips_w_paused_abs_10th,curvature_abs,10th,paused
curvature_mean_tail_w_paused_abs_10th,curvature_abs,10th,paused
curvature_std_head_w_paused_abs_10th,curvature_abs,10th,paused
curvature_std_neck_w_paused_abs_10th,curvature_abs,10th,paused
curvature_std_midbody_w_paused_abs_10th,curvature_abs,10th,paused
curvature_std_hips_w_paused_abs_10th,curvature_abs,10th,paused
curvature_std_tail_w_paused_abs_10th,curvature_abs,10th,paused
orientation_food_edge_w_paused_10th,orientation_food,10th,paused
dist_from_food_edge_w_paused_10th,dist_from_food,10th,paused
path_curvature_body_w_paused_abs_10th,path_curvature_abs,10th,paused
path_curvature_tail_w_paused_abs_10th,path_curvature_abs,10th,paused
path_curvature_midbody_w_paused_abs_10th,path_curvature_abs,10th,paused
path_curvature_head_w_paused_abs_10th,path_curvature_abs,10th,paused
d_speed_w_paused_10th,d_speed,10th,paused
d_angular_velocity_w_paused_abs_10th,d_angular_velocity_abs,10th,paused
d_relative_to_body_speed_midbody_w_paused_abs_10th,d_relative_to_speed_abs,10th,paused
d_relative_to_body_radial_velocity_head_tip_w_paused_10th,d_relative_to_radial_velocity_head_tip,10th,paused
d_relative_to_body_angular_velocity_head_tip_w_paused_abs_10th,d_relative_to_angular_velocity_head_tip_abs,10th,paused
d_relative_to_body_radial_velocity_neck_w_paused_10th,d_relative_to_radial_velocity,10th,paused
d_relative_to_body_angular_velocity_neck_w_paused_abs_10th,d_relative_to_angular_velocity_abs,10th,paused
d_relative_to_body_radial_velocity_hips_w_paused_10th,d_relative_to_radial_velocity,10th,paused
d_relative_to_body_angular_velocity_hips_w_paused_abs_10th,d_relative_to_angular_velocity_abs,10th,paused
d_relative_to_body_radial_velocity_tail_tip_w_paused_10th,d_relative_to_radial_velocity,10th,paused
d_relative_to_body_angular_velocity_tail_tip_w_paused_abs_10th,d_relative_to_angular_velocity_abs,10th,paused
d_speed_neck_w_paused_10th,d_speed,10th,paused
d_angular_velocity_neck_w_paused_abs_10th,d_angular_velocity_abs,10th,paused
d_relative_to_neck_radial_velocity_head_tip_w_paused_10th,d_relative_to_radial_velocity_head_tip,10th,paused
d_relative_to_neck_angular_velocity_head_tip_w_paused_abs_10th,d_relative_to_angular_velocity_head_tip_abs,10th,paused
d_speed_head_base_w_paused_10th,d_speed,10th,paused
d_angular_velocity_head_base_w_paused_abs_10th,d_angular_velocity_abs,10th,paused
d_relative_to_head_base_radial_velocity_head_tip_w_paused_10th,d_relative_to_radial_velocity_head_tip,10th,paused
d_relative_to_head_base_angular_velocity_head_tip_w_paused_abs_10th,d_relative_to_angular_velocity_head_tip_abs,10th,paused
d_speed_hips_w_paused_10th,d_speed,10th,paused
d_angular_velocity_hips_w_paused_abs_10th,d_angular_velocity_abs,10th,paused
d_relative_to_hips_radial_velocity_tail_tip_w_paused_10th,d_relative_to_radial_velocity,10th,paused
d_relative_to_hips_angular_velocity_tail_tip_w_paused_abs_10th,d_relative_to_angular_velocity_abs,10th,paused
d_speed_tail_base_w_paused_10th,d_speed,10th,paused
d_angular_velocity_tail_base_w_paused_abs_10th,d_angular_velocity_abs,10th,paused
d_relative_to_tail_base_radial_velocity_tail_tip_w_paused_10th,d_relative_to_radial_velocity,10th,paused
d_relative_to_tail_base_angular_velocity_tail_tip_w_paused_abs_10th,d_relative_to_angular_velocity_abs,10th,paused
d_speed_midbody_w_paused_10th,d_speed,10th,paused
d_angular_velocity_midbody_w_paused_abs_10th,d_angular_velocity_abs,10th,paused
d_speed_head_tip_w_paused_10th,d_speed_head_tip,10th,paused
d_angular_velocity_head_tip_w_paused_abs_10th,d_angular_velocity_head_tip_abs,10th,paused
d_speed_tail_tip_w_paused_10th,d_speed,10th,paused
d_angular_velocity_tail_tip_w_paused_abs_10th,d_angular_velocity_abs,10th,paused
d_length_w_paused_10th,d_length,10th,paused
d_area_w_paused_10th,d_area,10th,paused
d_width_head_base_w_paused_10th,d_width,10th,paused
d_width_midbody_w_paused_10th,d_width,10th,paused
d_width_tail_base_w_paused_10th,d_width,10th,paused
d_quirkiness_w_paused_10th,d_quirkiness,10th,paused
d_major_axis_w_paused_10th,d_major_axis,10th,paused
d_minor_axis_w_paused_10th,d_minor_axis,10th,paused
d_eigen_projection_1_w_paused_abs_10th,d_eigen_projection_1_abs,10th,paused
d_eigen_projection_2_w_paused_abs_10th,d_eigen_projection_2_abs,10th,paused
d_eigen_projection_3_w_paused_abs_10th,d_eigen_projection_3_abs,10th,paused
d_eigen_projection_4_w_paused_abs_10th,d_eigen_projection_4_abs,10th,paused
d_eigen_projection_5_w_paused_abs_10th,d_eigen_projection_5_abs,10th,paused
d_eigen_projection_6_w_paused_abs_10th,d_eigen_projection_6_abs,10th,paused
d_eigen_projection_7_w_paused_abs_10th,d_eigen_projection_7_abs,10th,paused
d_curvature_head_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_hips_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_midbody_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_neck_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_tail_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_mean_head_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_mean_neck_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_mean_midbody_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_mean_hips_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_mean_tail_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_std_head_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_std_neck_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_std_midbody_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_std_hips_w_paused_abs_10th,d_curvature_abs,10th,paused
d_curvature_std_tail_w_paused_abs_10th,d_curvature_abs,10th,paused
d_orientation_food_edge_w_paused_10th,d_orientation_food,10th,paused
d_dist_from_food_edge_w_paused_10th,d_dist_from_food,10th,paused
d_path_curvature_body_w_paused_abs_10th,d_path_curvature_abs,10th,paused
d_path_curvature_tail_w_paused_abs_10th,d_path_curvature_abs,10th,paused
d_path_curvature_midbody_w_paused_abs_10th,d_path_curvature_abs,10th,paused
d_path_curvature_head_w_paused_abs_10th,d_path_curvature_abs,10th,paused
speed_w_backward_50th,speed,50th,backward
angular_velocity_w_backward_abs_50th,angular_velocity_abs,50th,backward
relative_to_body_speed_midbody_w_backward_abs_50th,relative_to_speed_abs,50th,backward
relative_to_body_radial_velocity_head_tip_w_backward_50th,relative_to_radial_velocity_head_tip,50th,backward
relative_to_body_angular_velocity_head_tip_w_backward_abs_50th,relative_to_angular_velocity_head_tip_abs,50th,backward
relative_to_body_radial_velocity_neck_w_backward_50th,relative_to_radial_velocity,50th,backward
relative_to_body_angular_velocity_neck_w_backward_abs_50th,relative_to_angular_velocity_abs,50th,backward
relative_to_body_radial_velocity_hips_w_backward_50th,relative_to_radial_velocity,50th,backward
relative_to_body_angular_velocity_hips_w_backward_abs_50th,relative_to_angular_velocity_abs,50th,backward
relative_to_body_radial_velocity_tail_tip_w_backward_50th,relative_to_radial_velocity,50th,backward
relative_to_body_angular_velocity_tail_tip_w_backward_abs_50th,relative_to_angular_velocity_abs,50th,backward
speed_neck_w_backward_50th,speed,50th,backward
angular_velocity_neck_w_backward_abs_50th,angular_velocity_abs,50th,backward
relative_to_neck_radial_velocity_head_tip_w_backward_50th,relative_to_radial_velocity_head_tip,50th,backward
relative_to_neck_angular_velocity_head_tip_w_backward_abs_50th,relative_to_angular_velocity_head_tip_abs,50th,backward
speed_head_base_w_backward_50th,speed,50th,backward
angular_velocity_head_base_w_backward_abs_50th,angular_velocity_abs,50th,backward
relative_to_head_base_radial_velocity_head_tip_w_backward_50th,relative_to_radial_velocity_head_tip,50th,backward
relative_to_head_base_angular_velocity_head_tip_w_backward_abs_50th,relative_to_angular_velocity_head_tip_abs,50th,backward
speed_hips_w_backward_50th,speed,50th,backward
angular_velocity_hips_w_backward_abs_50th,angular_velocity_abs,50th,backward
relative_to_hips_radial_velocity_tail_tip_w_backward_50th,relative_to_radial_velocity,50th,backward
relative_to_hips_angular_velocity_tail_tip_w_backward_abs_50th,relative_to_angular_velocity_abs,50th,backward
speed_tail_base_w_backward_50th,speed,50th,backward
angular_velocity_tail_base_w_backward_abs_50th,angular_velocity_abs,50th,backward
relative_to_tail_base_radial_velocity_tail_tip_w_backward_50th,relative_to_radial_velocity,50th,backward
relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_50th,relative_to_angular_velocity_abs,50th,backward
speed_midbody_w_backward_50th,speed,50th,backward
angular_velocity_midbody_w_backward_abs_50th,angular_velocity_abs,50th,backward
speed_head_tip_w_backward_50th,speed_head_tip,50th,backward
angular_velocity_head_tip_w_backward_abs_50th,angular_velocity_head_tip_abs,50th,backward
speed_tail_tip_w_backward_50th,speed,50th,backward
angular_velocity_tail_tip_w_backward_abs_50th,angular_velocity_abs,50th,backward
length_w_backward_50th,length,50th,backward
area_w_backward_50th,area,50th,backward
width_head_base_w_backward_50th,width,50th,backward
width_midbody_w_backward_50th,width,50th,backward
width_tail_base_w_backward_50th,width,50th,backward
quirkiness_w_backward_50th,quirkiness,50th,backward
major_axis_w_backward_50th,major_axis,50th,backward
minor_axis_w_backward_50th,minor_axis,50th,backward
eigen_projection_1_w_backward_abs_50th,eigen_projection_1_abs,50th,backward
eigen_projection_2_w_backward_abs_50th,eigen_projection_2_abs,50th,backward
eigen_projection_3_w_backward_abs_50th,eigen_projection_3_abs,50th,backward
eigen_projection_4_w_backward_abs_50th,eigen_projection_4_abs,50th,backward
eigen_projection_5_w_backward_abs_50th,eigen_projection_5_abs,50th,backward
eigen_projection_6_w_backward_abs_50th,eigen_projection_6_abs,50th,backward
eigen_projection_7_w_backward_abs_50th,eigen_projection_7_abs,50th,backward
curvature_head_w_backward_abs_50th,curvature_abs,50th,backward
curvature_hips_w_backward_abs_50th,curvature_abs,50th,backward
curvature_midbody_w_backward_abs_50th,curvature_abs,50th,backward
curvature_neck_w_backward_abs_50th,curvature_abs,50th,backward
curvature_tail_w_backward_abs_50th,curvature_abs,50th,backward
curvature_mean_head_w_backward_abs_50th,curvature_abs,50th,backward
curvature_mean_neck_w_backward_abs_50th,curvature_abs,50th,backward
curvature_mean_midbody_w_backward_abs_50th,curvature_abs,50th,backward
curvature_mean_hips_w_backward_abs_50th,curvature_abs,50th,backward
curvature_mean_tail_w_backward_abs_50th,curvature_abs,50th,backward
curvature_std_head_w_backward_abs_50th,curvature_abs,50th,backward
curvature_std_neck_w_backward_abs_50th,curvature_abs,50th,backward
curvature_std_midbody_w_backward_abs_50th,curvature_abs,50th,backward
curvature_std_hips_w_backward_abs_50th,curvature_abs,50th,backward
curvature_std_tail_w_backward_abs_50th,curvature_abs,50th,backward
orientation_food_edge_w_backward_50th,orientation_food,50th,backward
dist_from_food_edge_w_backward_50th,dist_from_food,50th,backward
path_curvature_body_w_backward_abs_50th,path_curvature_abs,50th,backward
path_curvature_tail_w_backward_abs_50th,path_curvature_abs,50th,backward
path_curvature_midbody_w_backward_abs_50th,path_curvature_abs,50th,backward
path_curvature_head_w_backward_abs_50th,path_curvature_abs,50th,backward
d_speed_w_backward_50th,d_speed,50th,backward
d_angular_velocity_w_backward_abs_50th,d_angular_velocity_abs,50th,backward
d_relative_to_body_speed_midbody_w_backward_abs_50th,d_relative_to_speed_abs,50th,backward
d_relative_to_body_radial_velocity_head_tip_w_backward_50th,d_relative_to_radial_velocity_head_tip,50th,backward
d_relative_to_body_angular_velocity_head_tip_w_backward_abs_50th,d_relative_to_angular_velocity_head_tip_abs,50th,backward
d_relative_to_body_radial_velocity_neck_w_backward_50th,d_relative_to_radial_velocity,50th,backward
d_relative_to_body_angular_velocity_neck_w_backward_abs_50th,d_relative_to_angular_velocity_abs,50th,backward
d_relative_to_body_radial_velocity_hips_w_backward_50th,d_relative_to_radial_velocity,50th,backward
d_relative_to_body_angular_velocity_hips_w_backward_abs_50th,d_relative_to_angular_velocity_abs,50th,backward
d_relative_to_body_radial_velocity_tail_tip_w_backward_50th,d_relative_to_radial_velocity,50th,backward
d_relative_to_body_angular_velocity_tail_tip_w_backward_abs_50th,d_relative_to_angular_velocity_abs,50th,backward
d_speed_neck_w_backward_50th,d_speed,50th,backward
d_angular_velocity_neck_w_backward_abs_50th,d_angular_velocity_abs,50th,backward
d_relative_to_neck_radial_velocity_head_tip_w_backward_50th,d_relative_to_radial_velocity_head_tip,50th,backward
d_relative_to_neck_angular_velocity_head_tip_w_backward_abs_50th,d_relative_to_angular_velocity_head_tip_abs,50th,backward
d_speed_head_base_w_backward_50th,d_speed,50th,backward
d_angular_velocity_head_base_w_backward_abs_50th,d_angular_velocity_abs,50th,backward
d_relative_to_head_base_radial_velocity_head_tip_w_backward_50th,d_relative_to_radial_velocity_head_tip,50th,backward
d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_50th,d_relative_to_angular_velocity_head_tip_abs,50th,backward
d_speed_hips_w_backward_50th,d_speed,50th,backward
d_angular_velocity_hips_w_backward_abs_50th,d_angular_velocity_abs,50th,backward
d_relative_to_hips_radial_velocity_tail_tip_w_backward_50th,d_relative_to_radial_velocity,50th,backward
d_relative_to_hips_angular_velocity_tail_tip_w_backward_abs_50th,d_relative_to_angular_velocity_abs,50th,backward
d_speed_tail_base_w_backward_50th,d_speed,50th,backward
d_angular_velocity_tail_base_w_backward_abs_50th,d_angular_velocity_abs,50th,backward
d_relative_to_tail_base_radial_velocity_tail_tip_w_backward_50th,d_relative_to_radial_velocity,50th,backward
d_relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_50th,d_relative_to_angular_velocity_abs,50th,backward
d_speed_midbody_w_backward_50th,d_speed,50th,backward
d_angular_velocity_midbody_w_backward_abs_50th,d_angular_velocity_abs,50th,backward
d_speed_head_tip_w_backward_50th,d_speed_head_tip,50th,backward
d_angular_velocity_head_tip_w_backward_abs_50th,d_angular_velocity_head_tip_abs,50th,backward
d_speed_tail_tip_w_backward_50th,d_speed,50th,backward
d_angular_velocity_tail_tip_w_backward_abs_50th,d_angular_velocity_abs,50th,backward
d_length_w_backward_50th,d_length,50th,backward
d_area_w_backward_50th,d_area,50th,backward
d_width_head_base_w_backward_50th,d_width,50th,backward
d_width_midbody_w_backward_50th,d_width,50th,backward
d_width_tail_base_w_backward_50th,d_width,50th,backward
d_quirkiness_w_backward_50th,d_quirkiness,50th,backward
d_major_axis_w_backward_50th,d_major_axis,50th,backward
d_minor_axis_w_backward_50th,d_minor_axis,50th,backward
d_eigen_projection_1_w_backward_abs_50th,d_eigen_projection_1_abs,50th,backward
d_eigen_projection_2_w_backward_abs_50th,d_eigen_projection_2_abs,50th,backward
d_eigen_projection_3_w_backward_abs_50th,d_eigen_projection_3_abs,50th,backward
d_eigen_projection_4_w_backward_abs_50th,d_eigen_projection_4_abs,50th,backward
d_eigen_projection_5_w_backward_abs_50th,d_eigen_projection_5_abs,50th,backward
d_eigen_projection_6_w_backward_abs_50th,d_eigen_projection_6_abs,50th,backward
